"full_name","gender","mfa_degree","role","prize_year","prize_name","prize_amount","prize_institution","prize_type","prize_genre","given_name","last_name","author_wikidata","author_wikidata_label","author_viaf","author_lccn","elite_institution","graduate_degree","iowa_mfa_person_id","stegner","title_of_winning_book"
"John Crowe Ransom","male","","winner","1950","Bollingen Prize for Poetry","10,000","Yale University","career","poetry","John Crowe","Ransom","Q1337955","John Crowe Ransom","7399505","n50053936","","graduate","","",""
"Robert Penn Warren","male","","judge","1950","Bollingen Prize for Poetry","10,000","Yale University","career","poetry","Robert Penn","Warren","Q312720","Robert Penn Warren","61553765","n78091524","","graduate","","",""
"Leonard Bacon","male","","judge","1950","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Leonard","Bacon","Q6525095","Leonard Bacon","39750079","no96044132","Yale University","","","",""
"William Rose Benét","male","","judge","1950","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","William Rose","Benét","Q2580418","William Rose Benét","45096102","n50008106","Yale University","","","",""
"Ridgely Torrence","male","","judge","1950","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Ridgely","Torrence","Q7332772","Ridgely Torrence","64154440","n85008085","Princeton University","","","",""
"Conrad Aiken","male","","judge","1950","Bollingen Prize for Poetry","10,000","Yale University","career","poetry","Conrad","Aiken","Q380645","Conrad Aiken","71433883","n80060447","Harvard University","","","",""
"Conrad Aiken","male","","winner","1950","Poet Laureate","35,000","Library of Congress","career","poetry","Conrad","Aiken","Q380645","Conrad Aiken","71433883","n80060447","Harvard University","","","",""
"J. Donald Adams","male","","judge","1950","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","J. Donald","Adams","","","","","Harvard University","","","",""
"John Hall Wheelock","male","","judge","1950","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","John Hall","Wheelock","Q6237358","John Hall Wheelock","5059881","n79077255","Harvard University","","","",""
"Witter Bynner","male","","judge","1950","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Witter","Bynner","Q2586777","Witter Bynner","5724955","n50032943","Harvard University","","","",""
"John Berryman","male","","winner","1950","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","John","Berryman","Q522192","John Berryman","71421263","n79142591","Columbia University","","","",""
"Hyam Plutzik","male","","winner","1950","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Hyam","Plutzik","Q3787766","Hyam Plutzik","2835501","n87872647","","","","",""
"Karl Shapiro","male","","judge","1950","Bollingen Prize for Poetry","10,000","Yale University","career","poetry","Karl","Shapiro","Q2906282","Karl Shapiro","109257053","n79021704","","","","",""
"Padraic Colum","male","","judge","1950","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Padraic","Colum","Q429440","Padraic Colum","49223588","n50031180","","","","",""
"Robinson Jeffers","male","","judge","1950","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Robinson","Jeffers","Q734955","Robinson Jeffers","68956184","n80035864","","","","",""
"St John Perse","male","","winner","1950","Award of Merit Medal in Poetry","25,000","American Academy of Arts and Letters","career","poetry","St John","Perse","Q132684","Saint-John Perse","88804613","n79128134","","","","",""
"W. H. Auden","male","","judge","1950","Bollingen Prize for Poetry","10,000","Yale University","career","poetry","W. H.","Auden","Q178698","W. H. Auden","2465832","n79054316","","","","",""
"Mary Colum","female","","judge","1950","National Book Award","10,000","National Book Foundation","book","prose","Mary","Colum","Q6779242","Mary Colum","12192381","nr94037574","","","","","The Man With The Golden Arm"
"Babette Deutsch","female","","judge","1950","National Book Award","10,000","National Book Foundation","book","poetry","Babette","Deutsch","Q797649","Babette Deutsch","95300565","n50001653","Barnard College","","","","Selected Poems"
"Louise Bogan","female","","judge","1950","National Book Award","10,000","National Book Foundation","book","poetry","Louise","Bogan","Q516180","Louise Bogan","37044460","n50010084","","","","","Selected Poems"
"Gwendolyn Brooks","female","","winner","1950","Pulitzer Prize","15,000","Columbia University","book","poetry","Gwendolyn","Brooks","Q270715","Gwendolyn Brooks","113723435","n50041281","","","","","Annie Allen"
"Shirley Graham","female","","winner","1950","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Shirley","Graham","Q3482354","Shirley Graham Du Bois","86434093","n86130395","","graduate","","",""
"Leonie Adams","female","","judge","1950","Bollingen Prize for Poetry","10,000","Yale University","career","poetry","Leonie","Adams","Q467163","Léonie Adams","114359194","n81117461","Barnard College","","","",""
"Caroline Gordon","female","","winner","1950","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Caroline","Gordon","Q5045085","Caroline Gordon","111626048","n80040363","","","","",""
"Elizabeth Bishop","female","","winner","1950","Poet Laureate","35,000","Library of Congress","career","poetry","Elizabeth","Bishop","Q235946","Elizabeth Bishop","71405503","n79047629","","","","",""
"Leonora Speyer","female","","judge","1950","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Leonora","Speyer","Q1547340","Leonora Speyer","170679717","n87870746","","","","",""
"Alfred Kreynborg","male","","judge","1949","Pulitzer Prize","15,000","Columbia University","book","poetry","Alfred","Kreynborg","","","","","","","","","Terror And Decorum"
"Henry Seidel Canby","male","","judge","1949","Pulitzer Prize","15,000","Columbia University","book","poetry","Henry Seidel","Canby","Q15501218","Henry Seidel Canby","7559111","n50051945","Yale University","graduate","","","Terror And Decorum"
"Peter Viereck","male","","winner","1949","Pulitzer Prize","15,000","Columbia University","book","poetry","Peter","Viereck","Q559567","Peter Viereck","220174463","n50019669","Harvard University","graduate","","","Terror And Decorum"
"Louis Untermeyer","male","","judge","1949","Pulitzer Prize","15,000","Columbia University","book","poetry","Louis","Untermeyer","Q1872015","Louis Untermeyer","39541598","n79054344","","","","","Terror And Decorum"
"David Appel","male","","judge","1949","Pulitzer Prize","15,000","Columbia University","book","prose","David","Appel","Q28599472","David Appel","60437124","n82140006","","","","","Guard Of Honor"
"Frederic Babcock","male","","judge","1949","Pulitzer Prize","15,000","Columbia University","book","prose","Frederic","Babcock","","","","","","","","","Guard Of Honor"
"James Gould Cozzens","male","","winner","1949","Pulitzer Prize","15,000","Columbia University","book","prose","James Gould","Cozzens","Q1238811","James Gould Cozzens","109132788","n79061394","","","","","Guard Of Honor"
"Joseph Jackson","male","","judge","1949","Pulitzer Prize","15,000","Columbia University","book","prose","Joseph","Jackson","","","","","","","","","Guard Of Honor"
"Vincent McHugh","male","","winner","1949","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Vincent","McHugh","Q64767581","Vincent McHugh","92163595","n50013499","","","","",""
"F. O. Matthiessen","male","","judge","1949","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","F. O.","Matthiessen","Q1386358","Francis Otto Matthiessen","59148639","n79119146","Yale University, Harvard University","graduate","","",""
"Archibald Macleish","male","","judge","1949","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Archibald","Macleish","Q633354","Archibald MacLeish","85172667","n80015459","Yale University","graduate","","",""
"Henry Seidel Canby","male","","judge","1949","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Henry Seidel","Canby","Q15501218","Henry Seidel Canby","7559111","n50051945","Yale University","graduate","","",""
"Luther Evans","male","","judge","1949","Poet Laureate","35,000","Library of Congress","career","poetry","Luther","Evans","","","","","Stanford University","graduate","","",""
"Luther Evans","male","","judge","1949","Poet Laureate","35,000","Library of Congress","career","poetry","Luther","Evans","","","","","Stanford University","graduate","","",""
"Robert Hillyer","male","","judge","1949","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Robert","Hillyer","Q2157568","Robert Hillyer","59464846","n86034262","Harvard University","graduate","","",""
"Wallace Stevens","male","","winner","1949","Bollingen Prize for Poetry","10,000","Yale University","career","poetry","Wallace","Stevens","Q166835","Wallace Stevens","61562486","n79086767","Harvard University","graduate","","",""
"Joseph Campbell","male","","winner","1949","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Joseph","Campbell","Q295516","Joseph Campbell","9844141","n50030939","Columbia University","graduate","","",""
"Mark Van Doren","male","","judge","1949","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Mark","Van Doren","Q975491","Mark Van Doren","12331775","n79100719","Columbia University","graduate","","",""
"Max Eastman","male","","judge","1949","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Max","Eastman","Q788572","Max Eastman","67259736","n50024420","Columbia University","graduate","","",""
"Robert Penn Warren","male","","judge","1949","Bollingen Prize for Poetry","10,000","Yale University","career","poetry","Robert Penn","Warren","Q312720","Robert Penn Warren","61553765","n78091524","","graduate","","",""
"Leonard Bacon","male","","judge","1949","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Leonard","Bacon","Q6525095","Leonard Bacon","39750079","no96044132","Yale University","","","",""
"William Rose Benét","male","","judge","1949","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","William Rose","Benét","Q2580418","William Rose Benét","45096102","n50008106","Yale University","","","",""
"Conrad Aiken","male","","judge","1949","Bollingen Prize for Poetry","10,000","Yale University","career","poetry","Conrad","Aiken","Q380645","Conrad Aiken","71433883","n80060447","Harvard University","","","",""
"J. Donald Adams","male","","judge","1949","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","J. Donald","Adams","","","","","Harvard University","","","",""
"James Agee","male","","winner","1949","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","James","Agee","Q352963","James Agee","46756190","n79039544","Harvard University","","","",""
"John Hall Wheelock","male","","judge","1949","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","John Hall","Wheelock","Q6237358","John Hall Wheelock","5059881","n79077255","Harvard University","","","",""
"Witter Bynner","male","","judge","1949","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Witter","Bynner","Q2586777","Witter Bynner","5724955","n50032943","Harvard University","","","",""
"Alfred Kazin","male","","winner","1949","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Alfred","Kazin","Q2529254","Alfred Kazin","108771008","n79038435","","","","",""
"James Stern","male","","winner","1949","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","James","Stern","Q6143588","James Stern","88049337","n50022447","","","","",""
"Karl Shapiro","male","","judge","1949","Bollingen Prize for Poetry","10,000","Yale University","career","poetry","Karl","Shapiro","Q2906282","Karl Shapiro","109257053","n79021704","","","","",""
"Robinson Jeffers","male","","judge","1949","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Robinson","Jeffers","Q734955","Robinson Jeffers","68956184","n80035864","","","","",""
"Thomas Mann","male","","winner","1949","Award of Merit Medal in the Novel","25,000","American Academy of Arts and Letters","career","prose","Thomas","Mann","Q37030","Thomas Mann","54151065","n78095625","","","","",""
"W. H. Auden","male","","judge","1949","Bollingen Prize for Poetry","10,000","Yale University","career","poetry","W. H.","Auden","Q178698","W. H. Auden","2465832","n79054316","","","","",""
"Katherine Garrison Chapin","female","","judge","1949","Bollingen Prize for Poetry","10,000","Yale University","career","poetry","Katherine Garrison","Chapin","Q1736241","Katherine Garrison Chapin","45634544","n81147752","Columbia University","","","",""
"Leonie Adams","female","","winner","1949","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Leonie","Adams","Q467163","Léonie Adams","114359194","n81117461","Barnard College","","","",""
"Leonie Adams","female","","judge","1949","Bollingen Prize for Poetry","10,000","Yale University","career","poetry","Leonie","Adams","Q467163","Léonie Adams","114359194","n81117461","Barnard College","","","",""
"Leonie Adams","female","","winner","1949","Poet Laureate","35,000","Library of Congress","career","poetry","Leonie","Adams","Q467163","Léonie Adams","114359194","n81117461","Barnard College","","","",""
"Edna St Vincent Millay","female","","winner","1949","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Edna St Vincent","Millay","Q62134","Edna St. Vincent Millay","90721763","n79062746","","","","",""
"Elizabeth Bishop","female","","winner","1949","Poet Laureate","35,000","Library of Congress","career","poetry","Elizabeth","Bishop","Q235946","Elizabeth Bishop","71405503","n79047629","","","","",""
"Leonora Speyer","female","","judge","1949","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Leonora","Speyer","Q1547340","Leonora Speyer","170679717","n87870746","","","","",""
"Alfred Kreynborg","male","","judge","1948","Pulitzer Prize","15,000","Columbia University","book","poetry","Alfred","Kreynborg","","","","","","","","","The Age Of Anxiety"
"Henry Seidel Canby","male","","judge","1948","Pulitzer Prize","15,000","Columbia University","book","poetry","Henry Seidel","Canby","Q15501218","Henry Seidel Canby","7559111","n50051945","Yale University","graduate","","","The Age Of Anxiety"
"Louis Untermeyer","male","","judge","1948","Pulitzer Prize","15,000","Columbia University","book","poetry","Louis","Untermeyer","Q1872015","Louis Untermeyer","39541598","n79054344","","","","","The Age Of Anxiety"
"W. H. Auden","male","","winner","1948","Pulitzer Prize","15,000","Columbia University","book","poetry","W. H.","Auden","Q178698","W. H. Auden","2465832","n79054316","","","","","The Age Of Anxiety"
"Maxwell Geismar","male","","judge","1948","Pulitzer Prize","15,000","Columbia University","book","prose","Maxwell","Geismar","Q6796102","Maxwell Geismar","32932096","n50018262","Columbia University","graduate","","","Tales Of The Pacific"
"James Michener","male","","winner","1948","Pulitzer Prize","15,000","Columbia University","book","prose","James","Michener","Q361653","James A. Michener","34460537","n79058583","","graduate","","","Tales Of The Pacific"
"John Chamberlain","male","","judge","1948","Pulitzer Prize","15,000","Columbia University","book","prose","John","Chamberlain","Q6225652","John Chamberlain","3841537","n83021282","Yale University","","","","Tales Of The Pacific"
"Orville Prescott","male","","judge","1948","Pulitzer Prize","15,000","Columbia University","book","prose","Orville","Prescott","Q7105248","Orville Prescott","237553275","n50028227","","","","","Tales Of The Pacific"
"F. O. Matthiessen","male","","judge","1948","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","F. O.","Matthiessen","Q1386358","Francis Otto Matthiessen","59148639","n79119146","Yale University, Harvard University","graduate","","",""
"Archibald Macleish","male","","judge","1948","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Archibald","Macleish","Q633354","Archibald MacLeish","85172667","n80015459","Yale University","graduate","","",""
"Henry Seidel Canby","male","","judge","1948","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Henry Seidel","Canby","Q15501218","Henry Seidel Canby","7559111","n50051945","Yale University","graduate","","",""
"Ezra Pound","male","","winner","1948","Bollingen Prize for Poetry","10,000","Yale University","career","poetry","Ezra","Pound","Q163366","Ezra Pound","24606774","n78097014","University of Pennsylvania","graduate","","",""
"Luther Evans","male","","judge","1948","Poet Laureate","35,000","Library of Congress","career","poetry","Luther","Evans","","","","","Stanford University","graduate","","",""
"Luther Evans","male","","judge","1948","Poet Laureate","35,000","Library of Congress","career","poetry","Luther","Evans","","","","","Stanford University","graduate","","",""
"Willard Thorp","male","","judge","1948","Bollingen Prize for Poetry","10,000","Yale University","career","poetry","Willard","Thorp","Q56884997","Willard William Thorp","110033000","n80026717","Princeton University, Harvard University","graduate","","",""
"Max Eastman","male","","judge","1948","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Max","Eastman","Q788572","Max Eastman","67259736","n50024420","Columbia University","graduate","","",""
"Robert Lowell","male","","judge","1948","Bollingen Prize for Poetry","10,000","Yale University","career","poetry","Robert","Lowell","Q981448","Robert Lowell","17249803","n79023350","","graduate","","",""
"Robert Lowell","male","","winner","1948","Poet Laureate","35,000","Library of Congress","career","poetry","Robert","Lowell","Q981448","Robert Lowell","17249803","n79023350","","graduate","","",""
"Robert Penn Warren","male","","judge","1948","Bollingen Prize for Poetry","10,000","Yale University","career","poetry","Robert Penn","Warren","Q312720","Robert Penn Warren","61553765","n78091524","","graduate","","",""
"Leonard Bacon","male","","judge","1948","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Leonard","Bacon","Q6525095","Leonard Bacon","39750079","no96044132","Yale University","","","",""
"William Rose Benét","male","","judge","1948","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","William Rose","Benét","Q2580418","William Rose Benét","45096102","n50008106","Yale University","","","",""
"Conrad Aiken","male","","judge","1948","Bollingen Prize for Poetry","10,000","Yale University","career","poetry","Conrad","Aiken","Q380645","Conrad Aiken","71433883","n80060447","Harvard University","","","",""
"Dudley Fitts","male","","winner","1948","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Dudley","Fitts","Q5311872","Dudley Fitts","111370364","n84151643","Harvard University","","","",""
"Harry Levin","male","","winner","1948","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Harry","Levin","Q3616156","Harry Levin","85171640","n80037015","Harvard University","","","",""
"J. Donald Adams","male","","judge","1948","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","J. Donald","Adams","","","","","Harvard University","","","",""
"John Hall Wheelock","male","","judge","1948","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","John Hall","Wheelock","Q6237358","John Hall Wheelock","5059881","n79077255","Harvard University","","","",""
"Percy Mackaye","male","","winner","1948","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Percy","Mackaye","Q1650288","Percy MacKaye","14762248","n50041470","Harvard University","","","",""
"T. S. Eliot","male","","judge","1948","Bollingen Prize for Poetry","10,000","Yale University","career","poetry","T. S.","Eliot","Q37767","T. S. Eliot","56609282","n79006870","Harvard University","","","",""
"Witter Bynner","male","","judge","1948","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Witter","Bynner","Q2586777","Witter Bynner","5724955","n50032943","Harvard University","","","",""
"Paul Green","male","","judge","1948","Bollingen Prize for Poetry","10,000","Yale University","career","poetry","Paul","Green","Q704852","Paul Green","14898321","n79056649","Cornell University","","","",""
"Allen Tate","male","","winner","1948","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Allen","Tate","Q975706","Allen Tate","44325423","n80044856","","","","",""
"Allen Tate","male","","judge","1948","Bollingen Prize for Poetry","10,000","Yale University","career","poetry","Allen","Tate","Q975706","Allen Tate","44325423","n80044856","","","","",""
"Bertolt Brecht","male","","winner","1948","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Bertolt","Brecht","Q38757","Bertolt Brecht","2467372","n79018801","","","","",""
"James F. Powers","male","","winner","1948","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","James F.","Powers","Q1369803","J. F. Powers","110146339","n79063855","","","","",""
"Karl Shapiro","male","","judge","1948","Bollingen Prize for Poetry","10,000","Yale University","career","poetry","Karl","Shapiro","Q2906282","Karl Shapiro","109257053","n79021704","","","","",""
"Robinson Jeffers","male","","judge","1948","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Robinson","Jeffers","Q734955","Robinson Jeffers","68956184","n80035864","","","","",""
"W. H. Auden","male","","judge","1948","Bollingen Prize for Poetry","10,000","Yale University","career","poetry","W. H.","Auden","Q178698","W. H. Auden","2465832","n79054316","","","","",""
"Katherine Garrison Chapin","female","","judge","1948","Bollingen Prize for Poetry","10,000","Yale University","career","poetry","Katherine Garrison","Chapin","Q1736241","Katherine Garrison Chapin","45634544","n81147752","Columbia University","","","",""
"Leonie Adams","female","","judge","1948","Bollingen Prize for Poetry","10,000","Yale University","career","poetry","Leonie","Adams","Q467163","Léonie Adams","114359194","n81117461","Barnard College","","","",""
"Leonie Adams","female","","winner","1948","Poet Laureate","35,000","Library of Congress","career","poetry","Leonie","Adams","Q467163","Léonie Adams","114359194","n81117461","Barnard College","","","",""
"Genevieve Taggard","female","","winner","1948","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Genevieve","Taggard","Q4449615","Genevieve Taggard","51910195","n80080301","","","","",""
"Katherine Anne Porter","female","","judge","1948","Bollingen Prize for Poetry","10,000","Yale University","career","poetry","Katherine Anne","Porter","Q236958","Katherine Anne Porter","56620604","n79038436","","","","",""
"Leonora Speyer","female","","judge","1948","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Leonora","Speyer","Q1547340","Leonora Speyer","170679717","n87870746","","","","",""
"Louise Bogan","female","","judge","1948","Bollingen Prize for Poetry","10,000","Yale University","career","poetry","Louise","Bogan","Q516180","Louise Bogan","37044460","n50010084","","","","",""
"Mary Colum","female","","judge","1948","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Mary","Colum","Q6779242","Mary Colum","12192381","nr94037574","","","","",""
"Henry Seidel Canby","male","","judge","1947","Pulitzer Prize","15,000","Columbia University","book","poetry","Henry Seidel","Canby","Q15501218","Henry Seidel Canby","7559111","n50051945","Yale University","graduate","","","Lord Weary's Castle"
"Wilbur L. Cross","male","","judge","1947","Pulitzer Prize","15,000","Columbia University","book","poetry","Wilbur L.","Cross","","","","","Yale University","graduate","","","Lord Weary's Castle"
"Robert Lowell","male","","winner","1947","Pulitzer Prize","15,000","Columbia University","book","poetry","Robert","Lowell","Q981448","Robert Lowell","17249803","n79023350","","graduate","","","Lord Weary's Castle"
"Louis Untermeyer","male","","judge","1947","Pulitzer Prize","15,000","Columbia University","book","poetry","Louis","Untermeyer","Q1872015","Louis Untermeyer","39541598","n79054344","","","","","Lord Weary's Castle"
"Maxwell Geismar","male","","judge","1947","Pulitzer Prize","15,000","Columbia University","book","prose","Maxwell","Geismar","Q6796102","Maxwell Geismar","32932096","n50018262","Columbia University","graduate","","","All The King's Men"
"Robert Penn Warren","male","","winner","1947","Pulitzer Prize","15,000","Columbia University","book","prose","Robert Penn","Warren","Q312720","Robert Penn Warren","61553765","n78091524","","graduate","","","All The King's Men"
"John Chamberlain","male","","judge","1947","Pulitzer Prize","15,000","Columbia University","book","prose","John","Chamberlain","Q6225652","John Chamberlain","3841537","n83021282","Yale University","","","","All The King's Men"
"Orville Prescott","male","","judge","1947","Pulitzer Prize","15,000","Columbia University","book","prose","Orville","Prescott","Q7105248","Orville Prescott","237553275","n50028227","","","","","All The King's Men"
"F. O. Matthiessen","male","","judge","1947","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","F. O.","Matthiessen","Q1386358","Francis Otto Matthiessen","59148639","n79119146","Yale University, Harvard University","graduate","","",""
"Archibald Macleish","male","","judge","1947","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Archibald","Macleish","Q633354","Archibald MacLeish","85172667","n80015459","Yale University","graduate","","",""
"Henry Seidel Canby","male","","judge","1947","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Henry Seidel","Canby","Q15501218","Henry Seidel Canby","7559111","n50051945","Yale University","graduate","","",""
"Luther Evans","male","","judge","1947","Poet Laureate","35,000","Library of Congress","career","poetry","Luther","Evans","","","","","Stanford University","graduate","","",""
"Luther Evans","male","","judge","1947","Poet Laureate","35,000","Library of Congress","career","poetry","Luther","Evans","","","","","Stanford University","graduate","","",""
"William Allen Nielson","male","","judge","1947","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","William Allen","Nielson","","","","","Harvard University","graduate","","",""
"Frank Graham","male","","judge","1947","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Frank","Graham","","","","","Columbia University","graduate","","",""
"Max Eastman","male","","judge","1947","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Max","Eastman","Q788572","Max Eastman","67259736","n50024420","Columbia University","graduate","","",""
"James Still","male","","winner","1947","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","James","Still","Q6143675","James Still","32065854","n50011350","","graduate","","",""
"Robert Lowell","male","","winner","1947","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Robert","Lowell","Q981448","Robert Lowell","17249803","n79023350","","graduate","","",""
"Robert Lowell","male","","winner","1947","Poet Laureate","35,000","Library of Congress","career","poetry","Robert","Lowell","Q981448","Robert Lowell","17249803","n79023350","","graduate","","",""
"Leonard Bacon","male","","judge","1947","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Leonard","Bacon","Q6525095","Leonard Bacon","39750079","no96044132","Yale University","","","",""
"William Rose Benét","male","","judge","1947","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","William Rose","Benét","Q2580418","William Rose Benét","45096102","n50008106","Yale University","","","",""
"Ridgely Torrence","male","","winner","1947","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Ridgely","Torrence","Q7332772","Ridgely Torrence","64154440","n85008085","Princeton University","","","",""
"J. Donald Adams","male","","judge","1947","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","J. Donald","Adams","","","","","Harvard University","","","",""
"John Hall Wheelock","male","","judge","1947","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","John Hall","Wheelock","Q6237358","John Hall Wheelock","5059881","n79077255","Harvard University","","","",""
"Witter Bynner","male","","judge","1947","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Witter","Bynner","Q2586777","Witter Bynner","5724955","n50032943","Harvard University","","","",""
"Lloyd Frankenberg","male","","winner","1947","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Lloyd","Frankenberg","","","","","Columbia University","","","",""
"Karl Shapiro","male","","winner","1947","Poet Laureate","35,000","Library of Congress","career","poetry","Karl","Shapiro","Q2906282","Karl Shapiro","109257053","n79021704","","","","",""
"Nelson Algren","male","","winner","1947","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Nelson","Algren","Q547914","Nelson Algren","44294455","n50033341","","","","",""
"Robinson Jeffers","male","","judge","1947","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Robinson","Jeffers","Q734955","Robinson Jeffers","68956184","n80035864","","","","",""
"Eleanor Clark","female","","winner","1947","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Eleanor","Clark","Q5354244","Eleanor Clark","2922718","n50046902","","","","",""
"Elizabeth Parsons","female","","winner","1947","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Elizabeth","Parsons","","","","","","","","",""
"Mary Colum","female","","judge","1947","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Mary","Colum","Q6779242","Mary Colum","12192381","nr94037574","","","","",""
"No Winner","No Winner","No Winner","winner","1946","Pulitzer Prize","15,000","Columbia University","book","poetry","No Winner","No Winner","","","","","No Winner","No Winner","No Winner","No Winner","No Winner"
"No Winner","No Winner","No Winner","winner","1946","Pulitzer Prize","15,000","Columbia University","book","prose","No Winner","No Winner","","","","","No Winner","No Winner","No Winner","No Winner","No Winner"
"Henry Seidel Canby","male","","judge","1946","Pulitzer Prize","15,000","Columbia University","book","poetry","Henry Seidel","Canby","Q15501218","Henry Seidel Canby","7559111","n50051945","Yale University","graduate","","","No Winner"
"Wilbur L. Cross","male","","judge","1946","Pulitzer Prize","15,000","Columbia University","book","poetry","Wilbur L.","Cross","","","","","Yale University","graduate","","","No Winner"
"Maxwell Geismar","male","","judge","1946","Pulitzer Prize","15,000","Columbia University","book","prose","Maxwell","Geismar","Q6796102","Maxwell Geismar","32932096","n50018262","Columbia University","graduate","","","No Winner"
"John Chamberlain","male","","judge","1946","Pulitzer Prize","15,000","Columbia University","book","prose","John","Chamberlain","Q6225652","John Chamberlain","3841537","n83021282","Yale University","","","","No Winner"
"Louis Untermeyer","male","","judge","1946","Pulitzer Prize","15,000","Columbia University","book","poetry","Louis","Untermeyer","Q1872015","Louis Untermeyer","39541598","n79054344","","","","","No Winner"
"Orville Prescott","male","","judge","1946","Pulitzer Prize","15,000","Columbia University","book","prose","Orville","Prescott","Q7105248","Orville Prescott","237553275","n50028227","","","","","No Winner"
"F. O. Matthiessen","male","","judge","1946","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","F. O.","Matthiessen","Q1386358","Francis Otto Matthiessen","59148639","n79119146","Yale University, Harvard University","graduate","","",""
