Location Name,Title,Permanent Call Number,Author
Hallock Collection,Sir Walter Raleigh : lately discovered among his unpublished journals and manuscripts /,T48si,"Thoreau, Henry David, 1817-1862."
Hallock Collection,"Six selection from Irving's Sketch-book. Consisting of sketches from the list made by the supervisors for the Boston high schools. With a notice of Irving's life and times, notes, questions, etc. For home and school use.",I72si,"Irving, Washington, 1783-1859."
Hallock Collection,"Sketch book of Geoffrey Crayon, gent.",I72skec,"Irving, Washington, 1783-1859."
Hallock Collection,"Sketches and reminiscences of the Radical Club of Chestnut Street, Boston /",S24s,
Hallock Collection,Snow-bound,W62sno,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,Snow-bound ...,W62snd,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,Snow-bound : a winter idyl /,W62sna,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,,W62snb,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,Society and solitude. Twelve chapters.,E53so,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,"Some notices of the life and writings of Fitz-Greene Halleck : read before the New York Historical Society, on the 3d of February, 1869 /",B91so,"Bryant, William Cullen, 1794-1878."
Hallock Collection,Some personal reminiscences of the poet Whittier /,W62yr,"Rantoul, Robert S. 1832-1922. (Robert Samuel),"
Hallock Collection,Some reminiscences and early letters of Sidney Lanier /,L28yc,"Clarke, George Herbert, 1873-1953."
Hallock Collection,Songs and poems of the class of eighteen hundred and twenty-nine.,H75xh33,Harvard University.
Hallock Collection,Songs in many keys.,H75so,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,,H75soa,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,"Songs of labor, and other poems.",W62so,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,Songs of many seasons : 1862-1874 /,H75son,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,Sonnets,W92soa,"Wordsworth, William, 1770-1850."
Hallock Collection,Sound and notion in Wordsworth's poetry /,W92yt6,"Tomlinson, May."
Hallock Collection,Soundings from the Atlantic.,H75sou,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,Souvenir of Lexington. 1775-1875.,W62xp8,"Porter, Edward G. 1837-1900. (Edward Griffin),"
Hallock Collection,Spanish papers /,I72spa,"Irving, Washington, 1783-1859."
Hallock Collection,Specimen days ; & Collect /,W61sp,"Whitman, Walt, 1819-1892."
Hallock Collection,,W61spa,"Whitman, Walt, 1819-1892."
Hallock Collection,Specimen days in America /,W61spb,"Whitman, Walt, 1819-1892."
Hallock Collection,,W61spc,"Whitman, Walt, 1819-1892."
Hallock Collection,"Speeches of Drs. Thompson, James Jackson, John Homans, O.W. Holmes, S. Durkee and H.W. Williams in response to sentiments offered at the Annual Dinner of the Mass. Medical Society, Boston, May 1856.",H75xm4s,"Thompson, Abraham Rand, 1781-1866."
Hallock Collection,Stars of thought /,E53st,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,Storie meravigliose /,P74tib,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,Studien zur Philosophie Emersons.,E53yb5,"Bertling, Karl Oskar."
Hallock Collection,Studies in Bryant: a text-book.,B91su,"Bryant, William Cullen, 1794-1878."
Hallock Collection,"Studies in Wordsworth, Culture and acquirement, Ethics of tragedy, and other papers,",W92yh8,"Hudson, Henry Norman, 1814-1886."
Hallock Collection,"Success,",E53su,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,"Suez-cide!, or, How Miss Britannia bought a dirty puddle and lost her sugar-plums /",J45su,"Jefferies, Richard, 1848-1887."
Hallock Collection,Summer: from the Journal of Henry D. Thoreau.,T48su,"Thoreau, Henry David, 1817-1862."
Hallock Collection,Syllabus de la grammaire italienne.,L85sy,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,T.T.T. /,J45t,"Jefferies, Richard, 1848-1887."
Hallock Collection,Tales of Glauber-Spa. /,B91t,
Hallock Collection,"Tales of a traveller,",I72tc,"Irving, Washington, 1783-1859."
Hallock Collection,Tales of a traveller.,I72t,"Irving, Washington, 1783-1859."
Hallock Collection,Tales of a traveller. /,I72tb,"Irving, Washington, 1783-1859."
Hallock Collection,Tales of a wayside inn /,L85t,"Longfellow, Henry Wadsworth, 1807-1882, author."
Hallock Collection,"Tales of a wayside inn,",L85tc,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,Tales of a wayside inn.,L85ta,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,,L85tb,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,Tales of the Alhambra /,I72ald,"Irving, Washington, 1783-1859."
Hallock Collection,"Tales of the White Hills,",H39t,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,"Talks with Ralph Waldo Emerson,",E53yw8,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,Tamerlane and other poems /,P74tm,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,Tantalus;,E53t,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,"Teaching from the chair and at the bedside : an introductory lecture delivered before the medical class of Harvard University, Nov. 6, 1867 /",H75t,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,Thalatta : a book for the sea-side.,L853,
Hallock Collection,Thanatopsis /,B91th,"Bryant, William Cullen, 1794-1878, author."
Hallock Collection,"Thanatopsis,",B91thb,"Bryant, William Cullen, 1794-1878."
Hallock Collection,"Thanksgiving ode, January 18, 1816 : With other short pieces, chiefly referring to recent public events /",W92t,"Wordsworth, William, 1770-1850, author."
Hallock Collection,That dome in air : thoughts on poetry and the poets /,C51t,"Cheney, John Vance, 1848-1922."
Hallock Collection,The Alhambra /,I72ale,"Irving, Washington, 1783-1859."
Hallock Collection,The Alhambra : a series of tales and sketches of the Moors and Spaniards /,I72al,"Irving, Washington, 1783-1859."
Hallock Collection,"The Alhambra : or, The sketch book /",I72alb,"Irving, Washington, 1783-1859."
Hallock Collection,The Alhambra: a series of tales and sketches of the Moors and Spaniards.,I72alc,"Irving, Washington, 1783-1859."
Hallock Collection,"The American democrat, or, Hints on the social and civic relations of the United States of America /",C777a,"Cooper, James Fenimore, 1789-1851, author."
Hallock Collection,The American flag.,D76a,"Drake, Joseph Rodman, 1795-1820."
Hallock Collection,The American magazine of useful and entertaining knowledge.,H39xa,
Hallock Collection,The American scholar. Self-reliance. Compensation.,E53amb,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,"The American scholar; an address,",E53amc,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,"The Atlantic club-book : being sketches in prose and verse,",H18xa,
Hallock Collection,The Atlantic monthly and its makers /,L91yh8,"Howe, M. A. De Wolfe 1864-1960, author. (Mark Antony De Wolfe),"
Hallock Collection,"The Atlantic souvenir for 1859 : with twelve elegant portraits on steel, from original pictures.",A88,
Hallock Collection,"The Bay of Seven Islands, and other poems /",W62bay,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,"The Berkshire Jubilee : celebrated at Pittsfield, Mass., August 22 and 23, 1844.",H75xb,
Hallock Collection,The Biglow papers /,L91ba,"Lowell, James Russell, 1819-1891."
Hallock Collection,,L91bb,"Lowell, James Russell, 1819-1891."
Hallock Collection,,L91bd,"Lowell, James Russell, 1819-1891."
Hallock Collection,"The Biglow papers,",L91be,"Lowell, James Russell, 1819-1891."
Hallock Collection,"The Book news monthly. Edgar Allan Poe special number. August, 1907 (v. 25:12).",P74yb7,
Hallock Collection,"The Boston book : being specimens of metropolitan literature, occasional and periodical.",B74,
Hallock Collection,The Boston book. Being specimens of metropolitan literature.,B74,
Hallock Collection,The Bowdoin poets.,L85xw5,"Weston, Edward P. 1819-1879. (Edward Payson),"
Hallock Collection,"The British poets of the nineteenth century : including the select works of Crabbe, Wilson, Coleridge, Wordsworth, Rogers, Campbell, Miss Landon, Barton, Montgomery, Southey, Hogg, Barry Cornwell, and others : being a supplementary volume to The poetical works of Byron, Scott and Moore.",W92xb,
Hallock Collection,"The Bryant festival at ""The Century,"" November 5, M. DCCC. LXIV.",B91yc,"Century Association (New York, N.Y.)"
Hallock Collection,The Bryant homestead-book,B91yh,"Hatfield, Julia, author"
Hallock Collection,"The Bryant memorial meeting of the Goethe Club of the City of New York : Wednesday, October 30th, 1878.",B91yg5,Goethe Club of the City of New York.
Hallock Collection,The Crayon miscellany /,I72cr,"Irving, Washington, 1783-1859."
Hallock Collection,The Croakers /,D76c,"Drake, Joseph Rodman, 1795-1820."
Hallock Collection,The Dial.,E53xd5a,
Hallock Collection,The Divine comedy of Dante Alighieri /,L85xd,"Dante Alighieri, 1265-1321."
Hallock Collection,,L85xda,"Dante Alighieri, 1265-1321."
Hallock Collection,"The Divine tragedy,",L85da,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,"The Dolliver romance, and other pieces.",H39do,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,The Ecclesiastical sonnets of William Wordsworth.,W92eca,"Wordsworth, William, 1770-1850."
Hallock Collection,The Edgar Allan Poe Shrine.,P74ye,"Edgar Allan Poe Shrine (Richmond, Va.)"
Hallock Collection,The Emerson birthday-book.,E53em,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,"The Emerson centennial : May 25, 1903, extracts from a few of the many tributes to Emerson called forth by the centennial observances from some of the leading scholars of to-day.",E53e53,
Hallock Collection,"The English poets: Lessing, Rousseau; essays,",L91en,"Lowell, James Russell, 1819-1891."
Hallock Collection,The English sonnet /,W92yc9,"Crosland, T. W. H. 1865-1924. (Thomas William Hodgson),"
Hallock Collection,"The Fountain : a gift: ""to stir up the pure mind by way of remembrance"" ... /",W62xf,
Hallock Collection,"The Green Mountain boys: a historical tale of the early settlement of Vermont,",T46ga,"Thompson, Daniel P. 1795-1868. (Daniel Pierce),"
Hallock Collection,"The Green Mountain boys: a historical tale of the early settlement of Vermont. By the author of ""May Martin.""",T46gb,"Thompson, Daniel P. 1795-1868. (Daniel Pierce),"
Hallock Collection,The Green mountain boys : a historical tale of the early settlement of Vermont.,T46g,"Thompson, Daniel P. 1795-1868. (Daniel Pierce),"
Hallock Collection,"The Gulistan, or Rose garden.",E53xs,Sa?di?.
Hallock Collection,The Harbinger; a May-gift.,H75xh,
Hallock Collection,The Hawthorne Memorial Association.,H39yh3,Hawthorne Memorial Association.
Hallock Collection,"The Hawthorne centenary celebration at the Wayside, Concord, Massachusetts, July 4-7, 1904.",H39yh6,"Higginson, Thomas Wentworth, 1823-1911, editor."
Hallock Collection,"The Henry Wadsworth Longfellow memorial statue; exercises at the unveiling, May seven, nineteen hundred nine, Washington, D.C.",L85yl8,Longfellow national memorial association.
Hallock Collection,The Hiawatha primer /,L85soxh,"Holbrook, Florence, 1860-1932."
Hallock Collection,The Hudson legends. : Rip Van Winkle. Sleepy Hollow. /,I72hu,"Irving, Washington, 1783-1859."
Hallock Collection,"The Hyacinth, or, Affection's gift.",W61xh,
Hallock Collection,The Iliad of Homer /,B91xh,Homer.
Hallock Collection,"The Ipswich Emersons. A.D. 1636-1900. A genealogy of the descendants of Thomas Emerson of Ipswich, Mass., with some account of his English ancestry,",E53ye,"Emerson, Benjamin Kendall, 1843-1932."
Hallock Collection,The Knickerbocker gallery: a testimonial to the editor of the Knickerbocker magazine [i.e. Lewis Gaylord Clark],K69,
Hallock Collection,The Laurel: a gift for all seasons : Being a collection of poems /,L37,
Hallock Collection,The Longfellow birthday-book /,L85l,"Longfellow, Henry Wadsworth, 1807-1882, author."
Hallock Collection,The Magnolia.,I72xm,
Hallock Collection,The Maine woods. /,T48m,"Thoreau, Henry David, 1817-1862."
Hallock Collection,"The Marble faun, or, The romance of Monte Beni /",H39md,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,"The Marble faun: or, The romance of Monte Beni,",H39m,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,,H39ma,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,"The May flower, and miscellaneous writings.",S89m,"Stowe, Harriet Beecher, 1811-1896."
Hallock Collection,The New England tragedies.,L85na,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,The New-England tragedies /,L85n,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,The New-York book of poetry.,D72xh,"Hoffman, Charles Fenno, 1806-1884, editor."
Hallock Collection,,I72xh,"Hoffman, Charles Fenno, 1806-1884, editor."
Hallock Collection,"The New-York review, and Atheneum magazine.",B91xw53,
Hallock Collection,The Oasis /,W62xco,
Hallock Collection,The Oliver Wendell Holmes year book.,H75o,"Holmes, Oliver Wendell, 1809-1894, author."
Hallock Collection,"The Paul Revere album,",L85xs,"Spurr, Howard W."
Hallock Collection,"The Pennsylvania pilgrim, and other poems /",W62pe,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,The Philosophy of animal magnetism /,P74yp5,
Hallock Collection,The Poe cottage at Fordham /,P74yb6,"Bolton, Reginald Pelham, 1856-1942."
Hallock Collection,The Radical.,R12,
Hallock Collection,"The River Duddon : a series of sonnets ; Vaudracour and Julia : and other poems, to which is annexed, a topographical description of the country of the lakes, in the north of England /",W92ri,"Wordsworth, William, 1770-1850, author."
Hallock Collection,The Scarlet letter /,H39scc,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,The Seligman collection of Irvingiana.,I72yn,New York Public Library.
Hallock Collection,"The Spanish student : a play, in three acts /",L85sp,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,The Stillwater tragedy.,A36sl,"Aldrich, Thomas Bailey, 1836-1907."
Hallock Collection,The Sunnyside book.,I72xs,
Hallock Collection,The United States review and literary gazette.,B91xu5,
Hallock Collection,"The University of Rochester, its honored past and expanding present.",E53yr676,University of Rochester.
Hallock Collection,"The Unveiling of the bust of Edgar Allan Poe in the library of the University of Virginia, October the seventh, eighteen hundred and ninety-nine : being an account of Poe's connection with the University of Virginia, the origin and history of the Poe Memorial Association, and the exercises attending the unveiling of Zolnay's bust of Poe /",P74yk,
Hallock Collection,The Walt Whitman exhibition /,W61yh7w,"Holloway, Emory, 1885-1977."
Hallock Collection,The Whittier year book : passages from the verse and prose of John Greenleaf Whittier chosen for the daily food of the lover of thought and beauty.,W62why,"Whittier, John Greenleaf, 1807-1892, author."
Hallock Collection,"The Wordsworth dictionary of persons and places, with the familiar quotations from his works (including full index) and a chronologically-arranged list of his best poems,",W92yt9,"Tutin, J. R. 1855-1913. (John Ramsden),"
Hallock Collection,"The address of Mr. Everett and the poem of Dr. O.W. Holmes at the dinner given to H.I.H. Monseigneur the Prince Napoleon, September 25, 1861.",H75xe,"Everett, Edward, 1794-1865."
Hallock Collection,The age of Wordsworth /,W92yh5,"Herford, C. H. 1853-1931. (Charles Harold),"
Hallock Collection,"The amateur poacher,",J45at,"Jefferies, Richard, 1848-1887, author."
Hallock Collection,The amenities of book-collecting and kindred affections /,N56a,"Newton, A. Edward 1864-1940, author. (Alfred Edward),"
Hallock Collection,"The amenities of book-collecting and kindred affections, by A. Edward Newton ...",N56aa,"Newton, Alfred Edward, 1863-1940."
Hallock Collection,The autocrat of the breakfast table : every man his own Boswell /,H75auc,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,The autocrat of the breakfast-table /,H75aud,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,The autocrat of the breakfast-table : every man his own Boswell /,H75auea,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,,H75aueb,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,The autocrat of the breakfast-table : everyman his own Boswell /,H75auda,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,"The autocrat of the breakfast-table,",H75aue,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,"The ballad of Babie Bell, and other poems,",A36b,"Aldrich, Thomas Bailey, 1836-1907."
Hallock Collection,The beauties of Washington Irving.,I72b,"Irving, Washington, 1783-1859."
Hallock Collection,The belfry of Bruges and other poems /,L85be,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,The bells.,P74b,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,The bells: a collection of chimes. /,A36be,"Aldrich, Thomas Bailey, 1836-1907."
Hallock Collection,"The book of Poe : tales, criticism, poems /",P74bo,"Poe, Edgar Allan, 1809-1849, author."
Hallock Collection,"The centenary of the birth of Ralph Waldo Emerson as observed in Concord, May 25, 1903,",E53ys67,Social Circle in Concord.
Hallock Collection,"The centennial celebration of the settlement of Bangor. September 30, 1869.",W62xb,Bangor (Me.)
Hallock Collection,"The chapel of the hermits, and other poems.",W62c,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,"The city looking glass : a Philadelphia comedy, in five acts /",B61c,"Bird, Robert Montgomery, 1806-1854."
Hallock Collection,"The claims of dentistry. An address delivered at the commencement exercises of the dental department in Harvard university, February 14, 1872.",H75c,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,"The commemoration by King's chapel, Boston, of the completion of two hundred years since its foundation, on Wednesday, December 15, 1886. Also three historical sermons",H75xb7474,"King's Chapel (Boston, Mass.)"
Hallock Collection,"The complete poems of Edgar Allan Poe,",P74pea,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,The complete poetical works of Henry Wadsworth Longfellow /,L85poef,"Longfellow, Henry Wadsworth, 1807-1882, author."
Hallock Collection,The complete poetical works of Henry Wadsworth Longfellow. : With numerous illustrations.,L85poeg,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,The complete poetical works of John Greenleaf Whittier with numerous illustrations.,W62poca,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,The complete poetical works of William Wordsworth ...,W92poc,"Wordsworth, William, 1770-1850."
Hallock Collection,"The complete poetical works of William Wordsworth: together with a description of the country of the lakes in the north of England, now first published with his works ...",W92poba,"Wordsworth, William, 1770-1850."
Hallock Collection,The complete works of Ralph Waldo Emerson /,E53c,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,The complete works of Washington Irving in one volume : with a memoir of the author.,I72wr,"Irving, Washington, 1783-1859."
Hallock Collection,The complete writings of Walt Whitman /,W61co,"Whitman, Walt, 1819-1892."
Hallock Collection,"The conchologist's first book : a system of testaceous malacology, arranged expressly for the use of schools, in which the animals, according to Cuvier, are given with the shells : a great number of new species added and the whole brought up, as accurately as possible, to the present condition of the science /",P74co,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,"The conchologist's first book: or, A system of testaceous malacology, arranged expressly for the use of schools in which the animals, according to Cuvier, are given with the shells, and a great number of new species added. With colored illustrations of two hundred and fifteen shells, presenting a correct type of each genus.",P74coa,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,The conduct of life /,E53co,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,,E53coa,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,"The conduct of life, nine essays on fate, power, wealth, culture, worship, etc.",E53cob,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,The confidence-man: his masquerade.,M53c,"Melville, Herman, 1819-1891."
Hallock Collection,"The correspondence of Thomas Carlyle and Ralph Waldo Emerson, 1834-1872.",E53xc,"Carlyle, Thomas, 1795-1881."
Hallock Collection,,E53xca,"Carlyle, Thomas, 1795-1881."
Hallock Collection,The country church /,I72co,"Irving, Washington, 1783-1859."
Hallock Collection,"The course of true love never did run smooth,",A36co,"Aldrich, Thomas Bailey, 1836-1907."
Hallock Collection,The courtin /,L91co,"Lowell, James Russell, 1819-1891 author."
Hallock Collection,The courtship of Miles Standish /,L85cuca,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,,L85cud,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,,L85cue,"Longfellow, Henry Wadsworth, 1807-1882, author."
Hallock Collection,The courtship of Miles Standish : and other poems /,L85cua,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,"The courtship of Miles Standish, and other poems /",L85cuc,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,"The courtship of Miles Standish, and other poems.",L85cub,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,The culprit fay ...,D76cue,"Drake, Joseph Rodman, 1795-1820."
Hallock Collection,The culprit fay /,D76cuf,"Drake, Joseph Rodman, 1795-1820."
Hallock Collection,The culprit fay : a poem /,D76cud,"Drake, Joseph Rodman, 1795-1820."
Hallock Collection,The culprit fay : and other poems /,C76cua,"Drake, Joseph Rodman, 1795-1820."
Hallock Collection,"The culprit fay,",D76cuaa,"Drake, Joseph Rodman, 1795-1820."
Hallock Collection,,D76cub,"Drake, Joseph Rodman, 1795-1820."
Hallock Collection,"The culprit fay, and other poems.",D76cu,"Drake, Joseph Rodman, 1795-1820."
Hallock Collection,"The culprit fay. A poem,",D76cuc,"Drake, Joseph Rodman, 1795-1820."
Hallock Collection,"The death of Washington Irving : a discourse delivered in the Second Reformed Dutch Church, of Tarrytown, New-York, on Sabbath morning, Dec. 11, 1859 /",I72yt,"Todd, John A. 1822-1900. (John Adams),"
Hallock Collection,"The dedication of the Washington national monument,",W62xu,United States. Commission for Dedication of Washington Monument.
Hallock Collection,The demon lady /,W62de,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,The deserted cottage. /,W92desr,"Wordsworth, William, 1770-1850."
Hallock Collection,The devils' nest : (a novel) /,H29d,"Harper, Henry Howard, 1871-1953."
Hallock Collection,The dewy morn : a novel /,J45d,"Jefferies, Richard, 1848-1887."
Hallock Collection,The dial.,E53xd5,
Hallock Collection,"The divine tragedy,",L85d,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,"The dreamer; a romantic rendering of the life-story of Edgar Allan Poe,",P74ys7,"Stanard, Mary Newton, 1865-1929."
Hallock Collection,The earlier poems of William Wordsworth /,W92e,"Wordsworth, William, 1770-1850, author."
Hallock Collection,The early fiction of Richard Jefferies;,J45e,"Jefferies, Richard, 1848-1887."
Hallock Collection,"The early life of William Wordsworth, 1770-1798 : a study of ""The prelude"" /",W92yl5je,"Legouis, Emile, 1861-1937."
Hallock Collection,The early poems of Henry Wadsworth Longfellow /,L85e,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,"The essay on Walt Whitman,",W61ys8,"Stevenson, Robert Louis, 1850-1894."
Hallock Collection,The essay on friendship /,E53fr,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,The essay on nature /,E53esn,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,The essay on self-reliance /,E53esr,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,The estray: a collection of poems.,L85es,"Longfellow, Henry Wadsworth, 1807-1882, editor."
Hallock Collection,"The eulogy of Richard Jefferies,",J45yb,"Besant, Walter, 1836-1901."
Hallock Collection,The excursion : a poem /,W92exa,"Wordsworth, William, 1770-1850."
Hallock Collection,,W92exb,"Wordsworth, William, 1770-1850."
Hallock Collection,"The excursion, preceded by Book I of The recluse,",W92exc,"Wordsworth, William, 1770-1850."
Hallock Collection,The fall of the house of Usher : and other tales and prose writings of Edgar Poe /,P74f,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,The first and last journeys of Thoreau : lately discovered among his unpublished journals and manuscripts /,T48fi,"Thoreau, Henry David, 1817-1862."
Hallock Collection,The fruit of experiment /,H29f,"Harper, Henry Howard, 1871-1953, author."
Hallock Collection,The gamekeeper at home : sketches of natural history and rural life ... /,J45ga,"Jefferies, Richard, 1848-1887."
Hallock Collection,"The gamekeeper at home; sketches of natural history and rural life,",J45g,"Jefferies, Richard, 1848-1887."
Hallock Collection,"The gathering of the forces,",W61g,"Whitman, Walt, 1819-1892."
Hallock Collection,The general principles of constitutional law in the United States of America /,C77g,"Cooley, Thomas McIntyre, 1824-1898."
Hallock Collection,The gentleman's magazine.,G33,
Hallock Collection,The ghost of Doctor Harris /,H39g,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,The gold bug.,P74g,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,The golden legend /,L85ga,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,,L85gb,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,"The greatest book in the world, and other papers /",N56g,"Newton, A. Edward 1864-1940, author. (Alfred Edward),"
Hallock Collection,The guardian angel /,H75gu,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,"The half-breed, and other stories /",W61h,"Whitman, Walt, 1819-1892."
Hallock Collection,The hanging of the crane ... /,L85ha,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,The hanging of the crane /,L85h,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,The hanging of the crane : and other poems of the home /,L85hb,"Longfellow, Henry Wadsworth, 1807-1882, author."
Hallock Collection,The heart of Emerson's Journals /,E53h,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,The heart of Hawthorne's journals /,H39h,"Hawthorne, Nathaniel, 1804-1864, author."
Hallock Collection,The heart of Thoreau's journals /,T48h,"Thoreau, Henry David, 1817-1862."
Hallock Collection,The heritage of Bob Hardwick : a personal narrative of colorful events and human experiences /,H29h,"Harper, Henry Howard, 1871-1953."
Hallock Collection,"The hermitage, and later poems /",A36xs,"Sill, Edward Rowland, 1841-1887."
Hallock Collection,The hills and the vale /,J45ha,"Jefferies, Richard, 1848-1887."
Hallock Collection,"The hills and the vale,",J45h,"Jefferies, Richard, 1848-1887."
Hallock Collection,"The history of Haverhill, Massachusetts.",W62xm6,"Mirick, Benjamin L."
Hallock Collection,"The history of New York from the beginning of the world to the end of the Dutch Dynasty : containing among many surprising and curious matters, the unutterable ponderings of Walter the Doubter ; the disastrous projects of William the Testy ; and the chivalric achievements of Peter the Headstrong ; the three Dutch Governors of New Amsterdam ; being the only authentic history of the times that ever hath been published /",I72h,"Irving, Washington, 1783-1859."
Hallock Collection,The house of the seven gables : a romance /,H39hoa,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,"The house of the seven gables, a romance.",H39ho,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,The influence of Emerson /,E53yt,"Thayer, William Roscoe, 1859-1923."
Hallock Collection,"The iron gate, and other poems.",H75ir,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,The journal of John Woolman: with an introduction,W62xw9a,"Woolman, John, 1720-1772."
Hallock Collection,The keeping of Christmas at Bracebridge hall /,I72k,"Irving, Washington, 1783-1859."
Hallock Collection,"The king's missive, Mabel Martin, and later poems /",W62ka,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,"The king's missive, and other poems.",W62k,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,"The lady of Godey's, Sarah Josepha Hale /",P74yf,"Finley, Ruth E. 1884-1955, author. (Ruth Ebright),"
Hallock Collection,The last leaf : poem /,H75l,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,The last letters of Edgar Allan Poe to Sarah Helen Whitman /,P74l,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,The legend of Sleepy Hollow /,I72la,"Irving, Washington, 1783-1859."
Hallock Collection,"The letters from George W. Eveleth to Edgar Allan Poe,",P74ye9a,"Eveleth, George Washington."
Hallock Collection,The letters of Anne Gilchrist and Walt Whitman /,W61xg,
Hallock Collection,The liberty bell /,L91xl6,
Hallock Collection,The liberty minstrel /,C59l,"Clark, George Washington, 1812- composer, compiler."
Hallock Collection,The life and letters of Edward Everett Hale /,H16l,"Hale, Edward Everett, Jr., 1863-1932."
Hallock Collection,The life and letters of Fitz-Greene Halleck.,H18ywl,"Wilson, James Grant, 1832-1914."
Hallock Collection,,H18ywla,"Wilson, James Grant, 1832-1914."
Hallock Collection,The life and letters of Washington Irving.,I72yi,"Irving, Pierre Munroe, 1803-1876."
Hallock Collection,,I72yia,"Irving, Pierre Munroe, 1803-1876."
